"","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank"
"609","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",2015,NA,"NONE"
"610","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",2018,NA,"NONE"
"611","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1968,750,"NONE"
"612","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1969,75,"NONE"
"613","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",2016,NA,"NONE"
"614","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1964,3500,"NONE"
"615","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",2004,NA,"NONE"
"616","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1957,750,"NONE"
"617","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1966,1500,"NONE"
"618","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",2003,NA,"NONE"
"619","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1955,75,"NONE"
"620","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",1999,60,"NONE"
"621","Chum","BRODICK CREEK","CM","25","Southwest Vancouver Island",2010,182,"NONE"
"622","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1981,7600,"NONE"
"623","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1978,6500,"NONE"
"624","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2012,5008,"NONE"
"625","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1977,3500,"NONE"
"626","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1953,7500,"NONE"
"627","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1982,7500,"NONE"
"628","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1980,3000,"NONE"
"629","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1998,22236,"NONE"
"630","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1950,NA,"NONE"
"631","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1988,1500,"NONE"
"632","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1985,1000,"NONE"
"633","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1986,500,"NONE"
"634","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1962,7500,"NONE"
"635","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1963,9000,"NONE"
"636","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2013,6172,"NONE"
"637","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1987,1700,"NONE"
"638","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2017,550,"NONE"
"639","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2000,2231,"NONE"
"640","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1964,5500,"NONE"
"641","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1960,15000,"NONE"
"642","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1984,1000,"NONE"
"643","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1951,NA,"NONE"
"644","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1999,5325,"NONE"
"645","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2014,8652,"NONE"
"646","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2002,25133,"NONE"
"647","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2001,12225,"NONE"
"648","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1979,720,"NONE"
"649","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2018,695,"NONE"
"650","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2004,7450,"NONE"
"651","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1958,7500,"NONE"
"652","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2005,8289,"NONE"
"653","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2010,3835,"NONE"
"654","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2011,1532,"NONE"
"655","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2008,3362,"NONE"
"656","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1994,1000,"NONE"
"657","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1974,7500,"NONE"
"658","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2016,13467,"NONE"
"659","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2015,4839,"NONE"
"660","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1976,7500,"NONE"
"661","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2006,5050,"NONE"
"662","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2003,4457,"NONE"
"663","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1970,3000,"NONE"
"664","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2007,717,"NONE"
"665","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1959,750,"NONE"
"666","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1965,3500,"NONE"
"667","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1952,NA,"NONE"
"668","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1961,3500,"NONE"
"669","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1983,3500,"NONE"
"670","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1955,3500,"NONE"
"671","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1989,700,"NONE"
"672","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1991,16000,"NONE"
"673","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",2009,2300,"NONE"
"674","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1956,15000,"NONE"
"675","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1971,6700,"NONE"
"676","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1996,6005,"NONE"
"677","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1990,750,"NONE"
"678","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1957,3500,"NONE"
"679","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1967,12000,"NONE"
"680","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1973,7500,"NONE"
"681","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1975,7500,"NONE"
"682","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1992,9000,"NONE"
"683","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1993,14000,"NONE"
"684","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1997,10135,"NONE"
"685","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1966,4000,"NONE"
"686","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1969,7500,"NONE"
"687","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1972,1350,"NONE"
"688","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1954,7500,"NONE"
"689","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1968,7500,"NONE"
"690","Chum","BURMAN RIVER","CM","25","Southwest Vancouver Island",1995,2920,"NONE"
"691","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1989,5500,"HIGH"
"692","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2017,1933,"HIGH"
"693","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1954,4500,"HIGH"
"694","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2002,7828,"HIGH"
"695","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1961,750,"HIGH"
"696","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1951,NA,"HIGH"
"697","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1993,28500,"HIGH"
"698","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2000,2423,"HIGH"
"699","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1952,NA,"HIGH"
"700","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2001,3854,"HIGH"
"701","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2018,NA,"HIGH"
"702","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1974,3500,"HIGH"
"703","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1960,15000,"HIGH"
"704","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1991,5000,"HIGH"
"705","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1975,1500,"HIGH"
"706","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1994,12000,"HIGH"
"707","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2009,3500,"HIGH"
"708","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1995,3899,"HIGH"
"709","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2016,3841,"HIGH"
"710","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1987,300,"HIGH"
"711","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1969,3500,"HIGH"
"712","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1955,400,"HIGH"
"713","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1988,2500,"HIGH"
"714","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1990,3200,"HIGH"
"715","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1976,400,"HIGH"
"716","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1999,10918,"HIGH"
"717","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1965,750,"HIGH"
"718","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2005,6518,"HIGH"
"719","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1998,42019,"HIGH"
"720","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1967,900,"HIGH"
"721","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1950,NA,"HIGH"
"722","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2003,11645,"HIGH"
"723","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1970,700,"HIGH"
"724","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2013,3433,"HIGH"
"725","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2010,3950,"HIGH"
"726","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1957,200,"HIGH"
"727","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1958,1500,"HIGH"
"728","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1977,500,"HIGH"
"729","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1971,500,"HIGH"
"730","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2007,376,"HIGH"
"731","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1956,200,"HIGH"
"732","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1978,800,"HIGH"
"733","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2006,NA,"HIGH"
"734","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1953,3500,"HIGH"
"735","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1973,750,"HIGH"
"736","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1992,5900,"HIGH"
"737","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2015,3384,"HIGH"
"738","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1972,3500,"HIGH"
"739","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1959,750,"HIGH"
"740","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1986,4900,"HIGH"
"741","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1979,140,"HIGH"
"742","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2011,903,"HIGH"
"743","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1963,600,"HIGH"
"744","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1964,1500,"HIGH"
"745","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1981,7000,"HIGH"
"746","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1980,5000,"HIGH"
"747","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1968,3500,"HIGH"
"748","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1982,8000,"HIGH"
"749","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1966,550,"HIGH"
"750","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1983,5000,"HIGH"
"751","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1984,4500,"HIGH"
"752","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1997,27161,"HIGH"
"753","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2012,847,"HIGH"
"754","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1996,9104,"HIGH"
"755","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2014,NA,"HIGH"
"756","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1962,750,"HIGH"
"757","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",1985,5500,"HIGH"
"758","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2008,1956,"HIGH"
"759","Chum","CANTON CREEK","CM","25","Southwest Vancouver Island",2004,NA,"HIGH"
"760","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2010,1533,"NONE"
"761","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1954,7500,"NONE"
"762","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2014,NA,"NONE"
"763","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1955,1500,"NONE"
"764","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2013,NA,"NONE"
"765","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2015,NA,"NONE"
"766","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1989,500,"NONE"
"767","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2009,770,"NONE"
"768","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2017,NA,"NONE"
"769","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2008,256,"NONE"
"770","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1988,NA,"NONE"
"771","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1970,5500,"NONE"
"772","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1953,7500,"NONE"
"773","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2002,2869,"NONE"
"774","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2011,3115,"NONE"
"775","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2018,1994,"NONE"
"776","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1991,4500,"NONE"
"777","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2003,2500,"NONE"
"778","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1968,1500,"NONE"
"779","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1967,1500,"NONE"
"780","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1975,400,"NONE"
"781","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1971,1500,"NONE"
"782","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1976,75,"NONE"
"783","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1957,3500,"NONE"
"784","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1999,2500,"NONE"
"785","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1983,2500,"NONE"
"786","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1979,130,"NONE"
"787","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1956,750,"NONE"
"788","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1977,3000,"NONE"
"789","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1981,500,"NONE"
"790","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2016,4796,"NONE"
"791","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2004,3537,"NONE"
"792","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2012,2264,"NONE"
"793","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1984,870,"NONE"
"794","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1987,2500,"NONE"
"795","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1978,3000,"NONE"
"796","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1985,NA,"NONE"
"797","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1982,NA,"NONE"
"798","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2001,NA,"NONE"
"799","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1986,2250,"NONE"
"800","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1952,NA,"NONE"
"801","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1966,6000,"NONE"
"802","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1990,1500,"NONE"
"803","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2006,2787,"NONE"
"804","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1980,1500,"NONE"
"805","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1969,1500,"NONE"
"806","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1996,NA,"NONE"
"807","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1997,250,"NONE"
"808","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1998,16208,"NONE"
"809","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1992,2850,"NONE"
"810","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1995,29,"NONE"
"811","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1959,1500,"NONE"
"812","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1994,1750,"NONE"
"813","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1974,750,"NONE"
"814","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1973,1500,"NONE"
"815","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1951,NA,"NONE"
"816","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1950,NA,"NONE"
"817","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1964,3500,"NONE"
"818","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1960,7500,"NONE"
"819","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2005,252,"NONE"
"820","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2007,1043,"NONE"
"821","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",2000,NA,"NONE"
"822","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1958,3500,"NONE"
"823","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1962,15000,"NONE"
"824","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1993,1300,"NONE"
"825","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1963,6000,"NONE"
"826","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1965,3500,"NONE"
"827","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1961,3500,"NONE"
"828","Chum","CHUM CREEK","CM","25","Southwest Vancouver Island",1972,750,"NONE"
"829","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1959,3500,"HIGH"
"830","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1989,30000,"HIGH"
"831","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2013,16602,"HIGH"
"832","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1997,89348,"HIGH"
"833","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1982,40000,"HIGH"
"834","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2015,11496,"HIGH"
"835","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1952,NA,"HIGH"
"836","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1993,20000,"HIGH"
"837","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1965,3500,"HIGH"
"838","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1951,NA,"HIGH"
"839","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1954,5000,"HIGH"
"840","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1978,7500,"HIGH"
"841","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2017,7514,"HIGH"
"842","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2014,7783,"HIGH"
"843","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1977,4300,"HIGH"
"844","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1953,3500,"HIGH"
"845","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1990,23350,"HIGH"
"846","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1964,7000,"HIGH"
"847","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1957,3500,"HIGH"
"848","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1970,6500,"HIGH"
"849","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1998,213754,"HIGH"
"850","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1991,12000,"HIGH"
"851","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1974,7500,"HIGH"
"852","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1956,3500,"HIGH"
"853","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2010,7594,"HIGH"
"854","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2016,16359,"HIGH"
"855","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1985,21000,"HIGH"
"856","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1967,7000,"HIGH"
"857","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1992,30000,"HIGH"
"858","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1983,36000,"HIGH"
"859","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1955,1500,"HIGH"
"860","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2009,6055,"HIGH"
"861","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2005,8206,"HIGH"
"862","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1960,35000,"HIGH"
"863","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1999,38058,"HIGH"
"864","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1975,7500,"HIGH"
"865","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1966,6000,"HIGH"
"866","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1995,16320,"HIGH"
"867","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2001,65926,"HIGH"
"868","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2018,12742,"HIGH"
"869","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2012,3351,"HIGH"
"870","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1994,50000,"HIGH"
"871","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2011,8400,"HIGH"
"872","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1973,7500,"HIGH"
"873","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1988,30500,"HIGH"
"874","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1961,3500,"HIGH"
"875","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1996,44703,"HIGH"
"876","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1986,29900,"HIGH"
"877","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2000,14290,"HIGH"
"878","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1980,18000,"HIGH"
"879","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2007,3593,"HIGH"
"880","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1958,7500,"HIGH"
"881","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2003,35628,"HIGH"
"882","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1950,NA,"HIGH"
"883","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2004,NA,"HIGH"
"884","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1962,750,"HIGH"
"885","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1987,22000,"HIGH"
"886","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1969,3500,"HIGH"
"887","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1976,3500,"HIGH"
"888","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1979,2648,"HIGH"
"889","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1968,10000,"HIGH"
"890","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1984,24000,"HIGH"
"891","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1971,3500,"HIGH"
"892","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1981,30000,"HIGH"
"893","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2002,52048,"HIGH"
"894","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1963,3000,"HIGH"
"895","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2006,8263,"HIGH"
"896","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",1972,15000,"HIGH"
"897","Chum","CONUMA RIVER","CM","25","Southwest Vancouver Island",2008,6517,"HIGH"
"898","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",2004,NA,"NONE"
"899","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1971,NA,"NONE"
"900","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1996,75,"NONE"
"901","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1962,NA,"NONE"
"902","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",2012,NA,"NONE"
"903","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1987,NA,"NONE"
"904","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1963,NA,"NONE"
"905","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",2003,NA,"NONE"
"906","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1969,NA,"NONE"
"907","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1956,NA,"NONE"
"908","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1989,NA,"NONE"
"909","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1964,NA,"NONE"
"910","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1955,NA,"NONE"
"911","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1986,NA,"NONE"
"912","Chum","COUGAR CREEK","CM","25","Southwest Vancouver Island",1973,NA,"NONE"
