"","V1","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost"
"451",451,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1986,2100,"NONE",7.64969262371151,0.0721945807069167,7.68108342945535,1.01085190112726,"Post"
"452",452,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1987,4500,"NONE",8.41183267575841,0.742198129240705,7.74391203652558,1.11156323142945,"Post"
"453",453,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1988,NA,"NONE",NA,NA,NA,NA,"Post"
"454",454,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1989,750,"NONE",6.62007320653036,-0.832952263758119,NA,0.874795095123186,"Post"
"455",455,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1990,740,"NONE",6.60665018619822,-0.84475255063508,NA,0.873021339458866,"Post"
"456",456,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1991,9000,"NONE",9.10497985631836,1.35154948058889,NA,1.20315764962322,"Post"
"457",457,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1992,2200,"NONE",7.69621263934641,0.113090706647963,7.50697897209833,1.01699918684947,"Post"
"458",458,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1993,2000,"NONE",7.60090245954208,0.0293027486358026,7.75218628535127,1.004404631592,"Post"
"459",459,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1994,1500,"NONE",7.3132203870903,-0.223600912409933,7.92882883557429,0.966389513316955,"Post"
"460",460,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1995,2158,"NONE",7.67693714581808,0.0961454627534398,7.57181815794922,1.01445206891457,"Post"
"461",461,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1996,NA,"NONE",NA,NA,NA,NA,"Post"
"462",462,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1997,700,"NONE",6.5510803350434,-0.893604460943721,NA,0.865678183014765,"Post"
"463",463,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1998,25538,"NONE",10.1479228179846,2.26840916190077,NA,1.34097506627337,"Post"
"464",464,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1999,3500,"NONE",8.1605182474775,0.521265561409213,NA,1.07835383595374,"Post"
"465",465,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2000,NA,"NONE",NA,NA,NA,NA,"Post"
"466",466,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2001,NA,"NONE",NA,NA,NA,NA,"Post"
"467",467,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2002,2660,"NONE",7.88608140177575,0.280005887449335,NA,1.04208897919896,"Post"
"468",468,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2003,2520,"NONE",7.83201418050547,0.232474951352806,NA,1.03494438449455,"Post"
"469",469,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2004,6215,"NONE",8.73472100394481,1.02605189743464,NA,1.15423060336899,"Post"
"470",470,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2005,NA,"NONE",NA,NA,NA,NA,"Post"
"471",471,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2006,5579,"NONE",8.62676482784553,0.931146740727025,NA,1.13996497058916,"Post"
"472",472,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2007,5325,"NONE",8.58016799057763,0.890183080260556,NA,1.13380753344028,"Post"
"473",473,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2008,1375,"NONE",7.22620901010067,-0.300093325043662,NA,0.954891585207133,"Post"
"474",474,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2009,2040,"NONE",7.62070508683826,0.046711400133777,8.01346172884052,1.00702140646575,"Post"
"475",475,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2010,1531,"NONE",7.33367639565768,-0.205617868096523,7.69018962079356,0.969092627829781,"Post"
"476",476,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2011,6563,"NONE",8.78920309447372,1.07394754848705,7.74244839676759,1.16143002006422,"Post"
"477",477,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2012,1107,"NONE",7.00940893270864,-0.490684044931619,7.68824837741958,0.926243013143339,"Post"
"478",478,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2013,889,"NONE",6.7900972355139,-0.683482750314966,7.48059641458849,0.897262548573878,"Post"
"479",479,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2014,NA,"NONE",NA,NA,NA,NA,"Post"
"480",480,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2015,NA,"NONE",NA,NA,NA,NA,"Post"
"481",481,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2016,7,"NONE",1.94591014905531,-4.94204720834596,NA,0.25713804074928,"Post"
"482",482,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2017,534,"NONE",6.2803958389602,-1.13156541368692,NA,0.82990917229357,"Post"
"483",483,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",2018,4582,"NONE",8.42989086301344,0.758073229241633,NA,1.11394949108923,"Post"
"484",484,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1950,NA,"NONE",NA,NA,NA,NA,"Pre"
"485",485,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1951,NA,"NONE",NA,NA,NA,NA,"Pre"
"486",486,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1952,NA,"NONE",NA,NA,NA,NA,"Pre"
"487",487,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1953,3500,"NONE",8.1605182474775,1.33775060669899,NA,1.31986073364145,"Pre"
"488",488,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1954,4000,"NONE",8.29404964010203,1.42807560755385,NA,1.34145774947902,"Pre"
"489",489,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1955,25,"NONE",3.2188758248682,-2.0049379347266,NA,0.520612500195622,"Pre"
"490",490,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1956,200,"NONE",5.29831736654804,-0.598335671856417,6.24294026974894,0.856935899706973,"Pre"
"491",491,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1957,200,"NONE",5.29831736654804,-0.598335671856417,5.52739004951658,0.856935899706973,"Pre"
"492",492,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1958,3500,"NONE",8.1605182474775,1.33775060669899,5.49400720136044,1.31986073364145,"Pre"
"493",493,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1959,750,"NONE",6.62007320653036,0.295743203753191,6.34430654677598,1.07071320891073,"Pre"
"494",494,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1960,7500,"NONE",8.9226582995244,1.85328706220673,7.25039178002007,1.44312725884566,"Pre"
"495",495,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1961,1500,"NONE",7.3132203870903,0.76461062470992,7.75411753515564,1.18282100874785,"Pre"
"496",496,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1962,75,"NONE",4.31748811353631,-1.26180065470035,6.79336000167034,0.698299158975806,"Pre"
"497",497,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1963,1500,"NONE",7.3132203870903,0.76461062470992,6.96664679681033,1.18282100874785,"Pre"
"498",498,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1964,3500,"NONE",8.1605182474775,1.33775060669899,6.7761117837986,1.31986073364145,"Pre"
"499",499,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1965,400,"NONE",5.99146454710798,-0.129468250899688,6.44567282380302,0.969043699544091,"Pre"
"500",500,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1966,2500,"NONE",7.82404601085629,1.11014978218047,7.32231229813302,1.26544060006548,"Pre"
"501",501,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1967,1500,"NONE",7.3132203870903,0.76461062470992,7.32231229813302,1.18282100874785,"Pre"
"502",502,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1968,750,"NONE",6.62007320653036,0.295743203753191,6.93720103789623,1.07071320891073,"Pre"
"503",503,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1969,1500,"NONE",7.3132203870903,0.76461062470992,7.26763999789181,1.18282100874785,"Pre"
"504",504,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1970,1500,"NONE",7.3132203870903,0.76461062470992,7.13993359195032,1.18282100874785,"Pre"
"505",505,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1971,200,"NONE",5.29831736654804,-0.598335671856417,6.63620783681475,0.856935899706973,"Pre"
"506",506,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1972,1500,"NONE",7.3132203870903,0.76461062470992,6.80949463195473,1.18282100874785,"Pre"
"507",507,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1973,750,"NONE",6.62007320653036,0.295743203753191,6.63620783681475,1.07071320891073,"Pre"
"508",508,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1974,1500,"NONE",7.3132203870903,0.76461062470992,6.63620783681475,1.18282100874785,"Pre"
"509",509,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1975,200,"NONE",5.29831736654804,-0.598335671856417,6.63620783681475,0.856935899706973,"Pre"
"510",510,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1976,25,"NONE",3.2188758248682,-2.0049379347266,5.61262169625922,0.520612500195622,"Pre"
"511",511,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1977,200,"NONE",5.29831736654804,-0.598335671856417,5.28218273626364,0.856935899706973,"Pre"
"512",512,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1978,1000,"NONE",6.90775527898214,0.490340765640392,5.1808164592366,1.11724214980478,"Pre"
"513",513,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1979,645,"NONE",6.46925031679577,0.193721668768415,5.47354969679854,1.04631951186134,"Pre"
"514",514,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1980,900,"NONE",6.80239476332431,0.419071467239367,6.36942943141256,1.10020141743022,"Post"
"515",515,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1981,NA,"NONE",NA,NA,NA,NA,"Post"
"516",516,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1982,NA,"NONE",NA,NA,NA,NA,"Post"
"517",517,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1983,500,"NONE",6.21460809842219,0.0214733446836632,NA,1.00513434996767,"Post"
"518",518,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1984,NA,"NONE",NA,NA,NA,NA,"Post"
"519",519,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1985,850,"NONE",6.74523634948436,0.380407646863637,NA,1.09095676608129,"Post"
"520",520,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1986,725,"NONE",6.58617165485467,0.272811085515665,NA,1.0652300612099,"Post"
"521",521,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1987,350,"NONE",5.85793315448346,-0.219793251754547,NA,0.947446683706519,"Post"
"522",522,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1988,200,"NONE",5.29831736654804,-0.598335671856417,6.12191463134263,0.856935899706973,"Post"
"523",523,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1989,50,"NONE",3.91202300542815,-1.53607051376988,5.41361129532858,0.632720300032739,"Post"
"524",524,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1990,400,"NONE",5.99146454710798,-0.129468250899688,5.26493451839191,0.969043699544091,"Post"
"525",525,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1991,10,"NONE",2.30258509299405,-2.62474695126668,4.37609750301955,0.372414049934928,"Post"
"526",526,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1992,1210,"NONE",7.09837563859079,0.619282610746581,4.82611207103024,1.1480725848397,"Post"
"527",527,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1993,500,"NONE",6.21460809842219,0.0214733446836632,5.40175834427875,1.00513434996767,"Post"
"528",528,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1994,600,"NONE",6.39692965521615,0.14480160816984,5.50312462130579,1.03462255848716,"Post"
"529",529,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1995,NA,"NONE",NA,NA,NA,NA,"Post"
"530",530,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1996,410,"NONE",6.01615715969835,-0.112765360219849,NA,0.973037417685598,"Post"
"531",531,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1997,650,"NONE",6.47697236288968,0.198945113280785,NA,1.04756845526342,"Post"
"532",532,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1998,2895,"NONE",7.9707403900071,1.2093786575915,NA,1.28916656268396,"Post"
"533",533,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1999,200,"NONE",5.29831736654804,-0.598335671856417,6.44054681978579,0.856935899706973,"Post"
"534",534,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2000,550,"NONE",6.30991827822652,0.0859442672367575,6.51398709941783,1.02054956748512,"Post"
"535",535,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2001,465,"NONE",6.14203740558736,-0.0276158452327195,6.43025336009225,0.993396957196631,"Post"
"536",536,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2002,NA,"NONE",NA,NA,NA,NA,"Post"
"537",537,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2003,8,"NONE",2.07944154167984,-2.77568854685004,NA,0.336323399511351,"Post"
"538",538,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2004,191,"NONE",5.25227342804663,-0.62948129763593,NA,0.849488874333433,"Post"
"539",539,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2005,NA,"NONE",NA,NA,NA,NA,"Post"
"540",540,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2006,2603,"NONE",7.86441990499457,1.13746000452503,NA,1.27197056739369,"Post"
"541",541,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2007,116,"NONE",4.75359019110636,-0.966806947564495,NA,0.768833160688515,"Post"
"542",542,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2008,118,"NONE",4.77068462446567,-0.955243713800178,NA,0.771597969328183,"Post"
"543",543,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2009,1040,"NONE",6.94697599213542,0.516870938654163,6.0839176781755,1.12358560467696,"Post"
"544",544,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2010,408,"NONE",6.01126717440416,-0.116073106190267,5.6206294955279,0.972246524340082,"Post"
"545",545,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2011,729,"NONE",6.59167373200866,0.276532870437317,6.08015038075348,1.0661199526811,"Post"
"546",546,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2012,119,"NONE",4.77912349311153,-0.949535387071383,6.08226009791494,0.772962849722327,"Post"
"547",547,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2013,NA,"NONE",NA,NA,NA,NA,"Post"
"548",548,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2014,NA,"NONE",NA,NA,NA,NA,"Post"
"549",549,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2015,NA,"NONE",NA,NA,NA,NA,"Post"
"550",550,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2016,NA,"NONE",NA,NA,NA,NA,"Post"
"551",551,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2017,NA,"NONE",NA,NA,NA,NA,"Post"
"552",552,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",2018,NA,"NONE",NA,NA,NA,NA,"Post"
"553",553,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1950,NA,"NONE",NA,NA,NA,NA,"Pre"
"554",554,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1951,NA,"NONE",NA,NA,NA,NA,"Pre"
"555",555,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1952,NA,"NONE",NA,NA,NA,NA,"Pre"
"556",556,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1953,3500,"NONE",8.1605182474775,1.45914718547986,NA,1.25473475696343,"Pre"
"557",557,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1954,900,"NONE",6.80239476332431,0.263000770129919,NA,1.04591410512039,"Pre"
"558",558,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1955,200,"NONE",5.29831736654804,-1.06169231378695,NA,0.814652054149345,"Pre"
"559",559,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1956,3500,"NONE",8.1605182474775,1.45914718547986,7.10543715620684,1.25473475696343,"Pre"
"560",560,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1957,1500,"NONE",7.3132203870903,0.712902598546919,6.89361269111004,1.1244569924039,"Pre"
"561",561,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1958,3500,"NONE",8.1605182474775,1.45914718547986,7.23314356214834,1.25473475696343,"Pre"
"562",562,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1959,400,"NONE",5.99146454710798,-0.451213572339034,7.40643035728832,0.921228111302162,"Pre"
"563",563,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1960,3500,"NONE",8.1605182474775,1.45914718547986,7.40643035728832,1.25473475696343,"Pre"
"564",564,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1961,750,"NONE",6.62007320653036,0.102423857099004,7.23314356214834,1.01788093525109,"Pre"
"565",565,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1962,1500,"NONE",7.3132203870903,0.712902598546919,7.02131909705154,1.1244569924039,"Pre"
"566",566,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1963,700,"NONE",6.5510803350434,0.0416594443804712,7.16122304403539,1.00727281561798,"Pre"
"567",567,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1964,400,"NONE",5.99146454710798,-0.451213572339034,6.61895961894301,0.921228111302162,"Pre"
"568",568,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1965,400,"NONE",5.99146454710798,-0.451213572339034,6.46180745408742,0.921228111302162,"Pre"
"569",569,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1966,2000,"NONE",7.60090245954208,0.966274168760358,6.53372797220036,1.16869005264761,"Pre"
"570",570,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1967,1500,"NONE",7.3132203870903,0.712902598546919,6.72426298521209,1.1244569924039,"Pre"
"571",571,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1968,400,"NONE",5.99146454710798,-0.451213572339034,6.72426298521209,0.921228111302162,"Pre"
"572",572,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1969,750,"NONE",6.62007320653036,0.102423857099004,6.88141515006768,1.01788093525109,"Pre"
"573",573,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1970,2200,"NONE",7.69621263934641,1.05021714688387,6.90524269501876,1.1833446360535,"Pre"
"574",574,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1971,200,"NONE",5.29831736654804,-1.06169231378695,6.4015169398832,0.814652054149345,"Pre"
"575",575,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1972,3500,"NONE",8.1605182474775,1.45914718547986,6.94378036497558,1.25473475696343,"Pre"
"576",576,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1973,1500,"NONE",7.3132203870903,0.712902598546919,7.11706716011556,1.1244569924039,"Pre"
"577",577,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1974,750,"NONE",6.62007320653036,0.102423857099004,6.84803230191155,1.01788093525109,"Pre"
"578",578,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1975,75,"NONE",4.31748811353631,-1.9255426254483,6.60282498865862,0.663842936752823,"Pre"
"579",579,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1976,NA,"NONE",NA,NA,NA,NA,"Pre"
"580",580,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1977,150,"NONE",5.01063529409626,-1.31506388400039,NA,0.77041899390564,"Pre"
"581",581,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1978,300,"NONE",5.7037824746562,-0.704585142552473,NA,0.876995051058457,"Pre"
"582",582,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1979,110,"NONE",4.70048036579242,-1.58822807711135,NA,0.722730580402415,"Pre"
"583",583,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1980,500,"NONE",6.21460809842219,-0.254683314135472,5.40737655824177,0.955537938341975,"Post"
"584",584,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1981,1500,"NONE",7.3132203870903,0.712902598546919,5.98302283149028,1.1244569924039,"Post"
"585",585,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1982,2500,"NONE",7.82404601085629,1.16280442696392,6.5130887155403,1.20299987968742,"Post"
"586",586,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1983,1050,"NONE",6.95654544315157,0.398766615614948,7.07710498488009,1.06961581252709,"Post"
"587",587,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1984,100,"NONE",4.60517018598809,-1.67217105523486,6.67474550677156,0.708075996996528,"Post"
"588",588,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1985,2400,"NONE",7.78322401633604,1.12685108179127,6.792246414083,1.19672322251691,"Post"
"589",589,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1986,1700,"NONE",7.43838353004431,0.823138115806761,6.69583079388,1.14370167037564,"Post"
"590",590,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1987,750,"NONE",6.62007320653036,0.102423857099004,6.6117127347247,1.01788093525109,"Post"
"591",591,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1988,150,"NONE",5.01063529409626,-1.31506388400039,6.71307901175174,0.77041899390564,"Post"
"592",592,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1989,150,"NONE",5.01063529409626,-1.31506388400039,6.01993183119179,0.77041899390564,"Post"
"593",593,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1990,300,"NONE",5.7037824746562,-0.704585142552473,5.58628156734477,0.876995051058457,"Post"
"594",594,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1991,NA,"NONE",NA,NA,NA,NA,"Post"
"595",595,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1992,1500,"NONE",7.3132203870903,0.712902598546919,NA,1.1244569924039,"Post"
"596",596,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1993,2000,"NONE",7.60090245954208,0.966274168760358,NA,1.16869005264761,"Post"
"597",597,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1994,900,"NONE",6.80239476332431,0.263000770129919,NA,1.04591410512039,"Post"
"598",598,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1995,NA,"NONE",NA,NA,NA,NA,"Post"
"599",599,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1996,250,"NONE",5.52146091786225,-0.865162055583387,NA,0.848961881189158,"Post"
"600",600,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1997,1000,"NONE",6.90775527898214,0.355795427312443,NA,1.06211399549479,"Post"
"601",601,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1998,6210,"NONE",8.73391617492752,1.96415861006036,NA,1.34289855824709,"Post"
"602",602,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1999,300,"NONE",5.7037824746562,-0.704585142552473,6.71672871160703,0.876995051058457,"Post"
"603",603,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2000,250,"NONE",5.52146091786225,-0.865162055583387,6.71672871160703,0.848961881189158,"Post"
"604",604,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2001,215,"NONE",5.37063802812766,-0.99799700101637,6.33244939889341,0.825771843968894,"Post"
"605",605,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2002,295,"NONE",5.68697535633982,-0.719387754068344,5.57071419424648,0.874410843183856,"Post"
"606",606,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2003,1095,"NONE",6.9985096422506,0.435725939940774,5.89439598614508,1.07606809136048,"Post"
"607",607,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2004,3296,"NONE",8.10046489102936,1.40625611343573,6.53914697943686,1.2455011481015,"Post"
"608",608,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2005,1050,"NONE",6.95654544315157,0.398766615614948,6.93562383319284,1.06961581252709,"Post"
"609",609,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2006,142,"NONE",4.95582705760126,-1.3633353971434,6.7528367585082,0.761991857636519,"Post"
"610",610,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2007,69,"NONE",4.23410650459726,-1.99897969785173,6.06173597409486,0.65102245162497,"Post"
"611",611,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2008,338,"NONE",5.82304589548302,-0.59954571501226,5.49238122520828,0.895332606935135,"Post"
"612",612,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2009,565,"NONE",6.33682573114644,-0.147042009805315,5.33745129720699,0.974329724236248,"Post"
"613",613,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2010,610,"NONE",6.41345895716736,-0.0795484720886217,5.70185927209852,0.986112599944712,"Post"
"614",614,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2011,361,"NONE",5.88887795833288,-0.541565135991456,6.11555213553242,0.905454730907574,"Post"
"615",615,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2012,NA,"NONE",NA,NA,NA,NA,"Post"
"616",616,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2013,NA,"NONE",NA,NA,NA,NA,"Post"
"617",617,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2014,NA,"NONE",NA,NA,NA,NA,"Post"
"618",618,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2015,NA,"NONE",NA,NA,NA,NA,"Post"
"619",619,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2016,NA,"NONE",NA,NA,NA,NA,"Post"
"620",620,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2017,NA,"NONE",NA,NA,NA,NA,"Post"
"621",621,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",2018,NA,"NONE",NA,NA,NA,NA,"Post"
