"","Year","SPECIES","SYS_NM","SPP","Area","CU_name","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost","Total.ER","p3","p4","p5","TR","age3","age4","age5","r3","r4","r5","recruits","rps","logrps"
"268",1961,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,0.605674940848157,8.13922879539243,1.09911536329441,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,1995.99301312678,1952.37845939569,16.9386801454392,3965.31015266791,1.13294575790512,0.124821106147072
"269",1961,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",3500,"HIGH",8.1605182474775,-1.06774225173736,8.92669953373774,0.877576818909101,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,855.425577054336,976.189229697845,79.0471740120497,1910.66198076423,0.545903423075494,-0.605313199696601
"270",1961,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",750,"LOW",6.62007320653036,-1.62921468360279,8.13922879539243,0.780570558296119,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,1423.06572281991,427.712788527168,976.189229697845,16.9386801454392,427.712788527168,4555.54973858994,33.8773602908784,5017.13988740799,6.68951984987732,1.90054210024567
"271",1961,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,0.521265561409213,8.35105326048923,1.07835383595374,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,1995.99301312678,1952.37845939569,16.9386801454392,3965.31015266791,1.13294575790512,0.124821106147072
"272",1961,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.76461062470992,7.75411753515564,1.18282100874785,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,2846.13144563981,855.425577054336,1952.37845939569,33.8773602908784,855.425577054336,976.189229697845,4.51698137211712,1836.1317881243,1.22408785874953,0.202195961538199
"273",1961,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,0.102423857099004,7.23314356214834,1.01788093525109,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,1423.06572281991,427.712788527168,976.189229697845,16.9386801454392,427.712788527168,260.317127919425,33.8773602908784,721.907276737472,0.962543035649962,-0.0381765014561684
"274",1961,"Chum","KLEEPTEE CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,0.794993875477804,7.59696537030005,1.11480997173843,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,114.056743607245,1952.37845939569,33.8773602908784,2100.31256329381,0.600089303798232,-0.510676795177794
"275",1961,"Chum","LEINER RIVER","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,-1.17188157510332,7.9486937823807,0.879785717496981,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,2846.13144563981,855.425577054336,1952.37845939569,33.8773602908784,855.425577054336,1952.37845939569,169.386801454392,2977.19083790442,1.98479389193628,0.685515075970464
"276",1961,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,-0.399308960276276,6.84803230191155,0.925740161542489,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,1423.06572281991,427.712788527168,976.189229697845,16.9386801454392,855.425577054336,9761.89229697845,79.0471740120497,10696.3650480448,14.2618200640598,2.65758604106739
"277",1961,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",200,"NONE",5.29831736654804,-0.366115572289554,6.69088013705596,0.913212851842741,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,379.484192751975,114.056743607245,260.317127919425,4.51698137211712,4277.12788527168,4555.54973858994,79.0471740120497,8911.72479787367,44.5586239893684,3.79680571519089
"278",1961,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.70084504589172,7.5250448521871,1.15182724901925,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,2846.13144563981,855.425577054336,1952.37845939569,33.8773602908784,1995.99301312678,4555.54973858994,169.386801454392,6720.92955317112,4.48061970211408,1.49976136322543
"279",1961,"Chum","MARVINAS BAY CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,1.10948341424378,7.21185411006326,1.30753541238933,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,2846.13144563981,855.425577054336,1952.37845939569,33.8773602908784,1995.99301312678,9761.89229697845,33.8773602908784,11791.7626703961,7.86117511359741,2.06193610081302
"280",1961,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",7500,"NONE",8.9226582995244,1.50735792745165,8.36314665656028,1.38253948585305,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,14230.6572281991,4277.12788527168,9761.89229697845,169.386801454392,4277.12788527168,1952.37845939569,169.386801454392,6398.89314612176,0.853185752816235,-0.158777991051983
"281",1961,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,0.972332524236495,8.52434005562922,1.21526457517998,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,855.425577054336,9761.89229697845,9.03396274423425,10626.351836777,3.03610052479343,1.11057396991851
"282",1961,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,-0.135828462395105,8.52434005562922,0.98515192019334,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,4277.12788527168,520.63425583885,338.773602908784,5136.53574401932,1.46758164114838,0.383615903982463
"283",1961,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",7500,"NONE",8.9226582995244,0.745208719049437,8.90541008165266,1.18886295599668,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,14230.6572281991,4277.12788527168,9761.89229697845,169.386801454392,228.11348721449,19523.7845939569,79.0471740120497,19830.9452551834,2.64412603402446,0.972340588789993
"284",1961,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",1500,"HIGH",7.3132203870903,-0.710577586557477,7.55842770034323,0.896713703913888,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,2846.13144563981,855.425577054336,1952.37845939569,33.8773602908784,8554.25577054336,4555.54973858994,10.6929675008557,13120.4984766342,8.74699898442277,2.16871066833193
"285",1961,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",7500,"NONE",8.9226582995244,0.049110856845931,9.30776955976119,1.00447223431355,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,14230.6572281991,4277.12788527168,9761.89229697845,169.386801454392,1995.99301312678,548.557875591964,106.929675008557,2651.4805637273,0.353530741830307,-1.03978483326739
"286",1961,"Chum","TLUPANA RIVER","CM",25,"Southwest Vancouver Island",400,"HIGH",5.99146454710798,-1.22052513954302,6.30576887681917,0.757695078861725,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,758.96838550395,228.11348721449,520.63425583885,9.03396274423425,558.273105757112,5485.57875591964,10.6929675008557,6054.5448291776,15.136362072944,2.71709993333314
"287",1961,"Chum","TSOWWIN RIVER","CM",25,"Southwest Vancouver Island",15000,"NONE",9.61580548008435,0.917957471691022,9.07869687679265,1.1340013127913,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,28461.3144563981,8554.25577054336,19523.7845939569,338.773602908784,5582.73105757112,548.557875591964,213.859350017113,6345.1482831802,0.423009885545347,-0.860359730125373
"288",1961,"Chum","ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",3500,"HIGH",8.1605182474775,-0.662270181643861,9.25198367193264,0.943600465291182,"Pre",0.472968825,0.300557298,0.685976209,0.01190295,6640.97337315957,1995.99301312678,4555.54973858994,79.0471740120497,558.273105757112,10971.1575118393,10.6929675008557,11540.1235850972,3.29717816717064,1.19306700180776
"289",1962,"Chum","BRODICK CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,0.333269069889017,6.1548851213516,1.08353331754332,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,11165.4621151422,548.557875591964,106.929675008557,11820.9496657428,15.7612662209904,2.7575554251738
"290",1962,"Chum","BURMAN RIVER","CM",25,"Southwest Vancouver Island",7500,"NONE",8.9226582995244,0.602216589765116,8.32976380840415,1.0713397070904,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,11207.6743411351,5582.73105757112,5485.57875591964,106.929675008557,558.273105757112,5485.57875591964,10.6929675008557,6054.5448291776,0.807272643890347,-0.214093819083282
"291",1962,"Chum","CANTON CREEK","CM",25,"Southwest Vancouver Island",750,"HIGH",6.62007320653036,-0.872671610717054,7.36900627491885,0.854544099708345,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,5582.73105757112,548.557875591964,1.06929675008557,6132.35822991317,8.17647763988423,2.10126145150599
"292",1962,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",15000,"NONE",9.61580548008435,1.80344343648474,8.50305060354414,1.29512357096661,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,22415.3486822702,11165.4621151422,10971.1575118393,213.859350017113,558.273105757112,54.8557875591964,21.3859350017113,634.51482831802,0.0423009885545347,-3.16294482311942
"293",1962,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",750,"HIGH",6.62007320653036,-2.51257101699769,8.35105326048923,0.711918362210402,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,55.8273105757113,1097.11575118393,10.6929675008557,1163.63602926049,1.55151470568066,0.439231683224678
"294",1962,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",7500,"LOW",8.9226582995244,0.38659014239861,8.32976380840415,1.0520675758502,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,11207.6743411351,5582.73105757112,5485.57875591964,106.929675008557,1116.54621151422,548.557875591964,10.6929675008557,1675.79705460704,0.223439607280939,-1.49861411495086
"295",1962,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,-0.832952263758119,7.96594200025244,0.874795095123186,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,558.273105757112,548.557875591964,5.70291600045635,1112.53389734953,1.48337852979938,0.394322276573522
"296",1962,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",75,"NONE",4.31748811353631,-1.26180065470035,6.79336000167034,0.698299158975806,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,112.076743411351,55.8273105757113,54.8557875591964,1.06929675008557,558.273105757112,292.564200315714,2.85145800022818,853.688764073055,11.3825168543074,2.43207856894676
"297",1962,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.712902598546919,7.02131909705154,1.1244569924039,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,2241.53486822702,1116.54621151422,1097.11575118393,21.3859350017113,297.745656403793,146.282100157857,10.6929675008557,454.720724062506,0.303147149375004,-1.19353694985677
"298",1962,"Chum","KLEEPTEE CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,-0.66218707729851,7.59696537030005,0.904369477583081,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,148.872828201897,548.557875591964,5.70291600045635,703.133619794317,0.937511493059089,-0.0645262619496873
"299",1962,"Chum","LEINER RIVER","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,-1.98475207834072,7.56358252214392,0.796399608874242,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,558.273105757112,292.564200315714,49.9005150039931,900.73782107682,1.20098376143576,0.183141022136963
"300",1962,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",400,"NONE",5.99146454710798,-0.871982975498081,6.69088013705596,0.837836559306393,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,597.742631527206,297.745656403793,292.564200315714,5.70291600045635,297.745656403793,2559.9367527625,21.3859350017113,2879.068344168,7.19767086042,1.97375748207898
"301",1962,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",200,"NONE",5.29831736654804,-0.366115572289554,6.18715438192039,0.913212851842741,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,298.871315763603,148.872828201897,146.282100157857,2.85145800022818,2605.27449353319,1097.11575118393,49.9005150039931,3752.29075972111,18.7614537986056,2.93180443517071
"302",1962,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",750,"NONE",6.62007320653036,0.196907829196213,7.35175805704712,1.04265703837455,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,1120.76743411351,558.273105757112,548.557875591964,10.6929675008557,1116.54621151422,2559.9367527625,213.859350017113,3890.34231429383,5.18712308572511,1.64617922474361
"303",1962,"Chum","MARVINAS BAY CREEK","CM",25,"Southwest Vancouver Island",400,"NONE",5.99146454710798,0.256929761898341,6.88141515006768,1.07121782918617,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,597.742631527206,297.745656403793,292.564200315714,5.70291600045635,2605.27449353319,10971.1575118393,49.9005150039931,13626.3325203765,34.0658313009411,3.52829486730205
"304",1962,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,1.04203099786707,8.17261164354856,1.2644481412858,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,5230.24802586306,2605.27449353319,2559.9367527625,49.9005150039931,11165.4621151422,2559.9367527625,49.9005150039931,13775.2993829087,3.93579982368821,1.37011412009391
"305",1962,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.402389484236028,8.31251559053242,1.08908495727732,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,2241.53486822702,1116.54621151422,1097.11575118393,21.3859350017113,2605.27449353319,2559.9367527625,1.06929675008557,5166.28054304577,3.44418702869718,1.23668789075219
"306",1962,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,-0.135828462395105,8.52434005562922,0.98515192019334,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,5230.24802586306,2605.27449353319,2559.9367527625,49.9005150039931,2605.27449353319,54.8557875591964,49.9005150039931,2710.03079609638,0.774294513170395,-0.255802969795124
"307",1962,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",15000,"NONE",9.61580548008435,1.10962195203811,9.48105635490118,1.28121850502237,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,22415.3486822702,11165.4621151422,10971.1575118393,213.859350017113,55.8273105757113,2559.9367527625,49.9005150039931,2665.6645783422,0.17771097188948,-1.72759680183633
"308",1962,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",3500,"HIGH",8.1605182474775,0.00416565306757466,7.77025216544003,1.00060550020753,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,5230.24802586306,2605.27449353319,2559.9367527625,49.9005150039931,2605.27449353319,2559.9367527625,5.2084897181994,5170.41973601389,1.47726278171825,0.390190903579377
"309",1962,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,-0.893063808520493,9.11723454674947,0.918673978318447,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,5230.24802586306,2605.27449353319,2559.9367527625,49.9005150039931,2605.27449353319,208.827359507193,117.191018659486,2931.29287169987,0.837512249057106,-0.177319389650043
"310",1962,"Chum","TLUPANA RIVER","CM",25,"Southwest Vancouver Island",75,"HIGH",4.31748811353631,-2.28686417304895,5.73012260357066,0.545999975623572,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,112.076743411351,55.8273105757113,54.8557875591964,1.06929675008557,342.303156053179,4698.61558891184,7.8127345772991,5048.73147954232,67.3164197272309,4.20940418500922
"311",1962,"Chum","TSOWWIN RIVER","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,-0.257725194731055,8.88816186378093,0.962377870981609,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,5230.24802586306,2605.27449353319,2559.9367527625,49.9005150039931,7701.82101119652,313.241039260789,78.127345772991,8093.1893962303,2.31233982749437,0.838259924219379
"312",1962,"Chum","ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",3500,"HIGH",8.1605182474775,-0.662270181643861,8.88816186378093,0.943600465291182,"Pre",0.330815674,0.498116816,0.489448443,0.009540755,5230.24802586306,2605.27449353319,2559.9367527625,49.9005150039931,513.454734079768,3132.41039260789,39.0636728864955,3684.92879957416,1.05283679987833,0.0514882352697558
"313",1963,"Chum","BRODICK CREEK","CM",25,"Southwest Vancouver Island",400,"NONE",5.99146454710798,-0.0772138745601818,5.99773295649601,0.980646475520414,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,556.339005278571,342.303156053179,208.827359507193,5.2084897181994,5134.54734079768,1566.20519630395,78.127345772991,6778.87988287462,16.9471997071865,2.8301026111624
"314",1963,"Chum","BURMAN RIVER","CM",25,"Southwest Vancouver Island",9000,"NONE",9.10497985631836,0.787012499229856,8.95099047085115,1.09323097723602,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,12517.6276187678,7701.82101119652,4698.61558891184,117.191018659486,2567.27367039884,3132.41039260789,39.0636728864955,5738.74773589323,0.63763863732147,-0.449983555284608
"315",1963,"Chum","CANTON CREEK","CM",25,"Southwest Vancouver Island",600,"HIGH",6.39692965521615,-1.04548426220528,7.3132203870903,0.825739885734484,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,834.508507917856,513.454734079768,313.241039260789,7.8127345772991,5134.54734079768,1566.20519630395,19.5318364432477,6720.28437354487,11.2004739559081,2.41595609489749
"316",1963,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",6000,"NONE",8.69951474821019,1.04929391404531,8.84962419382411,1.17171116134931,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,8345.08507917856,5134.54734079768,3132.41039260789,78.127345772991,2567.27367039884,783.102598151973,9.11485700684895,3359.49112555766,0.559915187592944,-0.579969957449648
"317",1963,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",3000,"HIGH",8.00636756765025,-1.21232471360949,8.31251559053241,0.860999555170086,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,4172.54253958928,2567.27367039884,1566.20519630395,39.0636728864955,1283.63683519942,365.447879137588,10.4169794363988,1659.50169377341,0.553167231257802,-0.592094915837887
"318",1963,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",6000,"LOW",8.69951474821019,0.191238470489111,8.46451293358732,1.02575679634739,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,8345.08507917856,5134.54734079768,3132.41039260789,78.127345772991,599.030523093063,417.654719014386,65.1061214774925,1081.79136358494,0.18029856059749,-1.71314113217972
"319",1963,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",3000,"NONE",8.00636756765025,0.385750438938253,7.92740433029563,1.05798393151072,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,4172.54253958928,2567.27367039884,1566.20519630395,39.0636728864955,684.606312106357,2610.34199383991,19.5318364432477,3314.48014238952,1.10482671412984,0.0996885028802057
"320",1963,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.76461062470992,6.96664679681033,1.18282100874785,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,2086.27126979464,1283.63683519942,783.102598151973,19.5318364432477,4278.78945066473,783.102598151973,3.90636728864955,5065.79841610536,3.37719894407024,1.21704665114889
"321",1963,"Chum","HOISS CREEK","CM",25,"Southwest Vancouver Island",700,"NONE",6.5510803350434,0.0416594443804712,7.16122304403539,1.00727281561798,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,973.593259237499,599.030523093063,365.447879137588,9.11485700684895,1283.63683519942,156.620519630395,9.11485700684895,1449.37221183666,2.07053173119523,0.727805449264093
"322",1963,"Chum","KLEEPTEE CREEK","CM",25,"Southwest Vancouver Island",800,"NONE",6.68461172766793,-0.601136990328711,7.77025216544003,0.913186097403477,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,1112.67801055714,684.606312106357,417.654719014386,10.4169794363988,256.727367039884,365.447879137588,5.2084897181994,627.383735895671,0.784229669869589,-0.243053355269877
"323",1963,"Chum","LEINER RIVER","CM",25,"Southwest Vancouver Island",5000,"NONE",8.51719319141624,0.240046521532619,7.6527512581286,1.02462451920609,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,6954.23756598214,4278.78945066473,2610.34199383991,65.1061214774925,599.030523093063,208.827359507193,39.0636728864955,846.921555486751,0.16938431109735,-1.77558511559066
"324",1963,"Chum","LITTLE ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,0.121893947230604,7.02131909705154,1.02266872454861,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,2086.27126979464,1283.63683519942,783.102598151973,19.5318364432477,342.303156053179,1566.20519630395,23.4382037318973,1931.94655608902,1.28796437072602,0.253062964819746
"325",1963,"Chum","LORD CREEK","CM",25,"Southwest Vancouver Island",300,"NONE",5.7037824746562,-0.0713000693414174,6.11523386380745,0.983098425333674,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,417.254253958928,256.727367039884,156.620519630395,3.90636728864955,2567.27367039884,939.723117782368,104.169794363988,3611.1665825452,12.0372219418173,2.48800367752763
"326",1963,"Chum","MAMAT CREEK","CM",25,"Southwest Vancouver Island",700,"NONE",6.5510803350434,0.146748098905053,7.16122304403539,1.03179070792633,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,973.593259237499,599.030523093063,365.447879137588,9.11485700684895,1540.3642022393,4176.54719014386,156.254691545982,5873.16608392914,8.39023726275592,2.1270687993112
"327",1963,"Chum","MARVINAS BAY CREEK","CM",25,"Southwest Vancouver Island",400,"NONE",5.99146454710798,0.256929761898341,7.05470194520767,1.07121782918617,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,556.339005278571,342.303156053179,208.827359507193,5.2084897181994,6846.06312106357,6264.82078521579,52.084897181994,13162.9688034614,32.9074220086534,3.49369822529725
"328",1963,"Chum","MOOYAH RIVER","CM",25,"Southwest Vancouver Island",3000,"NONE",8.00636756765025,0.947913830891336,8.67633739868413,1.24056294984643,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,4172.54253958928,2567.27367039884,1566.20519630395,39.0636728864955,10269.0946815954,2088.27359507193,195.318364432477,12552.6866410998,4.18422888036659,1.43132242898693
"329",1963,"Chum","OWOSSITSA CREEK","CM",25,"Southwest Vancouver Island",1800,"NONE",7.49554194388426,0.525029829733038,8.1462715146341,1.11623628793354,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,2503.52552375357,1540.3642022393,939.723117782368,23.4382037318973,3423.03156053179,7831.02598151973,2.6042448590997,11256.6617869106,6.25370099272812,1.83317344732795
"330",1963,"Chum","PARK RIVER","CM",25,"Southwest Vancouver Island",8000,"NONE",8.98719682066197,0.777112388001301,8.73100969892533,1.08494999171988,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,11126.7801055714,6846.06312106357,4176.54719014386,104.169794363988,12836.3683519942,104.413679753596,156.254691545982,13097.0367232938,1.63712959041172,0.492944458610493
"331",1963,"Chum","RANSOM RIVER","CM",25,"Southwest Vancouver Island",12000,"NONE",9.39266192877014,0.992307094190321,9.59855726221261,1.25148665907225,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,16690.1701583571,10269.0946815954,6264.82078521579,156.254691545982,171.151578026589,6264.82078521579,39.0636728864955,6475.03603612887,0.539586336344073,-0.616952476792577
"332",1963,"Chum","SUCWOA RIVER","CM",25,"Southwest Vancouver Island",4000,"HIGH",8.29404964010203,0.116806867707821,8.34589843868855,1.01697851008981,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,5563.39005278571,3423.03156053179,2088.27359507193,52.084897181994,10269.0946815954,1566.20519630395,NA,11835.2998778993,2.95882496947483,1.08479221975059
"333",1963,"Chum","TAHSIS RIVER","CM",25,"Southwest Vancouver Island",15000,"NONE",9.61580548008435,0.905994983509781,9.29052134188945,1.0825035870554,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,20862.7126979464,12836.3683519942,7831.02598151973,195.318364432477,2567.27367039884,NA,NA,2567.27367039884,0.171151578026589,-1.76520569391062
"334",1963,"Chum","TLUPANA RIVER","CM",25,"Southwest Vancouver Island",200,"HIGH",5.29831736654804,-1.66206653748171,5.73012260357066,0.670038012128241,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,278.169502639285,171.151578026589,104.413679753596,2.6042448590997,NA,NA,NA,0,NA,NA
"335",1963,"Chum","TSOWWIN RIVER","CM",25,"Southwest Vancouver Island",12000,"NONE",9.39266192877014,0.737686526185615,9.19619778410408,1.10768577628681,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,16690.1701583571,10269.0946815954,6264.82078521579,156.254691545982,NA,NA,NA,0,NA,NA
"336",1963,"Chum","ZEBALLOS RIVER","CM",25,"Southwest Vancouver Island",3000,"HIGH",8.00636756765025,-0.87157321911778,8.4858023856724,0.925776027087773,"Pre",0.281013921,0.61527801,0.375359911,0.009362079,4172.54253958928,2567.27367039884,1566.20519630395,39.0636728864955,NA,NA,NA,0,NA,NA
"337",1964,"Chum","BRODICK CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,1.33918333258975,5.99773295649601,1.33566399248271,"Pre",0.110462461,NA,NA,NA,3934.62877793177,NA,NA,NA,NA,NA,NA,0,NA,NA
"338",1964,"Chum","BURMAN RIVER","CM",25,"Southwest Vancouver Island",5500,"NONE",8.61250337122056,0.287852435252918,8.70016494363521,1.03409953954309,"Pre",0.110462461,NA,NA,NA,6182.98807960706,NA,NA,NA,NA,NA,NA,0,NA,NA
"339",1964,"Chum","CANTON CREEK","CM",25,"Southwest Vancouver Island",1500,"HIGH",7.3132203870903,-0.335866484874618,6.73757411384179,0.944018160628499,"Pre",0.110462461,NA,NA,NA,1686.26947625647,NA,NA,NA,NA,NA,NA,0,NA,NA
"340",1964,"Chum","CHUM CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,0.605674940848157,8.65908918081239,1.09911536329441,"Pre",0.110462461,NA,NA,NA,3934.62877793177,NA,NA,NA,NA,NA,NA,0,NA,NA
"341",1964,"Chum","CONUMA RIVER","CM",25,"Southwest Vancouver Island",7000,"HIGH",8.85366542803745,-0.417619100043262,7.91015611242389,0.952117415388943,"Pre",0.110462461,NA,NA,NA,7869.25755586353,NA,NA,NA,NA,NA,NA,0,NA,NA
"342",1964,"Chum","DESERTED CREEK","CM",25,"Southwest Vancouver Island",7500,"LOW",8.9226582995244,0.38659014239861,8.29122613844734,1.0520675758502,"Pre",0.110462461,NA,NA,NA,8431.34738128235,NA,NA,NA,NA,NA,NA,0,NA,NA
"343",1964,"Chum","ESPINOSA CREEK","CM",25,"Southwest Vancouver Island",1500,"NONE",7.3132203870903,-0.223600912409933,7.5250448521871,0.966389513316955,"Pre",0.110462461,NA,NA,NA,1686.26947625647,NA,NA,NA,NA,NA,NA,0,NA,NA
"344",1964,"Chum","HAMMOND CREEK","CM",25,"Southwest Vancouver Island",3500,"NONE",8.1605182474775,1.33775060669899,6.7761117837986,1.31986073364145,"Pre",0.110462461,NA,NA,NA,3934.62877793177,NA,NA,NA,NA,NA,NA,0,NA,NA
